ID,Name,Purpose,Alpha Acid Low (%),Alpha Acid High (%),Beta Acid Low (%),Beta Acid High (%),Co-Humulone Low (%),Co-Humulone High (%),Country,Storability,Total Oil Composition (mL/100g),Myrcene Oil Low (%),Myrcene Oil High (%),Humulene Oil Low,Humulene Oil High,Caryophyllene Oil Low,Caryophyllene Oil High,Farnesene Oil Low,Farnesene Oil High,Linalool Oil Low,Linalool Oil High,Polyphenols Oil Low,Polyphenols Oil High,Substitutes,Style Guide,Also Known As,Characteristics,Description,Flavors
b4561c69-88ad-4fe3-afc9-1fca0d611348,Talisman,,,,,,,,,,,,,,,,,,,,,,,,,,,"Released in 1965, Talisman is an American Cluster variety descended from Cluster. Peaking at 4.6% of total US hop production in 1973, the popularity of Talisman has steadily declined ever since. Currently, it is no longer grown commercially. It has fairly low alpha acids, although up to 8% AAU was recorded in the Yakima Valley.",
bc951121-4228-433a-adf7-349aa9497748,Talus™,,8.1,9.5,8.3,10.2,,,,, - ,40,50,,,,,,,,,,,,,,,,"Pink Grapefruit, Pine, Resin, Dried Roses"
b2642ff1-2c4e-4ec5-bac3-79ef31781bdd,Tardif de Bourgogne,Aroma,5.5,,3.1,5.5,20,,France,Retains 66% alpha acid after 6 months storage at 20ºC (68ºF),,0.49,0.73,44,,13,,5.7,,,,,,,Precoce de Bourgogne,,"Mild, European-style aroma","Translated into English, Tardif de Bourgogne means Late Burgundy. Similar to Precoce de Bourgogne (Early Burgundy), it is an aroma hop grown in small quantities in the Alsace region of France.",
2ea13d4f-1757-4e98-a6d0-efaa71086df6,Target,"Bittering, Aroma",12.5,,5,5.5,29,35,UK,Retains 45%-55% alpha acid after 6 months storage at 20ºC (68ºF),Difficult,1.6,2.6,17,22,8,10,0,1,,,,,,"Fuggle, Willamette",Wye Target,,"English dual-use variety Target was released in 1992 and features a lineage including Northern Brewer and Eastwell Golding. Though being somewhat closely related, Target’s cousin, Challenger is considerably different.",
6a8e0813-39fa-4923-882a-5b1918bb566d,Teamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,"Developed over several decades by the USDA, Teamaker hops were officially released by the ARS Forage, Seed and Cereal Research Unit in Corvallis, Oregon in the late 2000’s. They are a unique high beta, low alpha breed that have made their mark, not just in the brewing industry, but in the world of medicine and food as well.",
7d6d145c-5f38-4b2e-868e-4154dff9de1e,Tettnanger,"Bittering, Aroma",2.5,5.5,2.8,5.3,24,,Germany,Retains 61% alpha acid after 6 months storage at 20ºC (68ºF),0.5 - 0.9,0.36,1.07,40.6,,20.4,,6.2,,0.4,0.9,5,6,,"Saaz, Spalt, Santiam, Spalter Select, Tettnanger (US)","Tettnang, Tettnang Tettnanger, German Tettnang, Tettnanger (GR), Schwetzinger, Deutscher Frühopfen",Balanced floral and herbal aromas with some spiciness,"Selected from an old German landrace, Tettnanger is grown the world over. Swiss, US and Australian varieties can be found on the market today though some foreign versions labeled “Tettnanger” are actually a hybridized mix with Fuggle and not considered a true Tettnanger hop. Tettnanger is grown around its native village of Tettnang in southwest Germany and in small quantities near lake Konstanz in Switzerland.","Floral, Bergamot, Lily of the Valley, Cognac, Chocolate"
9a9a9cf0-7413-4f03-94d7-edaaaae0863e,Tettnanger (Swiss),,,,,,,,,,,,,,,,,,,,,,,,,,,"While it was initially thought to be the same variety as the original German Tettnanger, the Swiss-grown version is now considered to be genetically unique. While the original variety is also known to be cultivated in Switzerland, much of the branded Tettnanger (Swiss) product is actually Fuggle-derived. Despite this, it is higher yielding than its German Tettnanger counterpart and features a similar, noble aroma.",
92f3ff6f-8bd4-422c-9764-382de6f5d33e,Tettnanger (US),,,,,,,,,,,,,,,,,,,,,,,,,,,"This variety has created so much industry confusion. In fact, you can still find sites online that describe American Tettnanger as a true Tettnanger. In reality, it is a clone of rhizomes imported as Swiss Tettnanger.",
ee300880-65c6-4c9a-bc55-651438a20984,Tettnanger A,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tettnanger A was created in the 1970’s at the University of Hohenheim in Germany via clonal selection from the original Tettnanger hop. Sibling to Tettnanger B, Tettnanger A was originally thought to contain higher alpha percentages though testing in the US has brought this into question. It is said to have a pleasant, continental-style aroma and like it’s parent, is thought to be a descendant of Czech variety, Saaz.",
68e96bca-07b7-4be5-992f-2ca5dc2f1595,Tettnanger B,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sister to Tettnanger A, Tettnanger B was also thought to be superior to its parent through heightened levels of alpha. Through US testing however, this is now in question. Bred in the 1970’s through clonal selection from the original German Tettnanger hop, it features pleasant, continental-style aroma characteristics. It is also very likely descended from Czech variety, Saaz, a variety to which it is genetically similar.",
f67a1ef3-b67c-4b4b-9a16-71860cbae4e9,Tillicum®,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daughter of Galena and sibling to Chelan®, Tillicum® is a proprietary hop trademarked and grown only by J.I. Haas of Toppenish, Washington in the Yakima valley. Developed in the late 1980’s and released in 1995 it is an excellent yielding hop that keeps well and has high average alpha and beta acid content. It’s said to share the stone fruit and citrus characteristics of its other family members.",
82ca05a1-1705-4aca-889b-175bd728b10c,Tolhurst,Aroma,,,2.9,,31,,UK,Retains 49% alpha acid after 6 months storage at 20ºC (68ºF),,0.65,,42.5,,19.4,,7.7,,,,,,,,,Subdued but pleasant continental-style aroma,"Tolhurst hops were cultivated in the 1880’s by James Tolhurst in Horsmonden, England and are thought to have originated from an old land race. They feature a pleasant, but subdued continental-style aroma and are no longer grown commercially due to their low yield and dreadful storage stability.",
d3360f15-c081-46b2-b6d1-03bc49efb314,Topaz™,,15.5,18,6,7,,,,,1.7 - 2.2,25,43,,,,,,,0.3,0.8,,,,,,,"Australian-born multi-purpose variety Topaz features elements of clove-like spice and a light, lychee-esque fruitiness. Samuel Adams uses it in their Tasman Red IPA. When used alongside a citrus-heavy hop (Samuel Adams used Galaxy®), it gives a surprising depth of flavor.","Blackberry, Grapefruit, Blueberry, Passion fruit, Spicy"
123fb853-e707-4075-9388-588499b466dd,Toyomidori,Bittering,13,,5,6,40,,Japan,Retains 63% alpha acid after 6 months storage at 20ºC (68ºF),,1.06,,59,,9,12,4,5,,,,,,,,,"Produced in Japan for Kirin Brewery Co in 1981 and released in 1990, Toyomidori has since been largely discontinued due to problems with downy mildew. It was developed alongside Kitamidori and Eastern Gold as a high alpha variety but was the least successful of the three in this respect.",
499e8b9f-49a2-4f90-955d-69f8b1f13dc4,Triple Pearl,,10.3,11.2,3.3,4.2,,,,,1.1 - 1.8,39,55,,,,,,,,,,,,,,,,
61db33b5-cbe3-40c1-8261-3d68a4cf20ca,Triskel,Aroma,8,9,4,4.7,20,23,France,,1.5 - 2,1.5,2,60,,13.5,,6.1,,,,3.7,5.4,,"Strisselspalt, Ahtanum™, Centennial, Chinook, Simcoe®","French Triskel, FR Triskel","Floral aroma, subtly fruity, citrusy","Developed in France in 2006, Triskel is a cultivar of the French hop, Strisselspalt and English varietal, Yeoman. With a more pronounced nose than its French parent, Triskel makes a unique first wort alternative and its notable aroma qualities make it well suited as a late addition or for dry hopping. Highly desired for Belgian-style or lighter ales, it features and elegant combination of both floral and subtle fruity notes with some citrus.","Artichoken, Pepper, Tobacco, Honeydew melon, Nettle"
edc90702-8b3a-48d6-a714-b8f3d0b97ed5,Tsingdao Flower,,6,8,3,4.2,,,,,0.4 - 0.8,45,55,,,,,,,,,,,,,,,,"Grapefruit, Cream, Cassis, Tabacco"
895e626c-4d72-4bef-83e6-2137f419b6b8,Ultra,Aroma,5,,3.6,5,25,35,US,Retains 60%-65% alpha acid after 6 months storage at 20ºC (68ºF),Difficult,0.8,1.2,25,35,30,40,10,15,,,,,,"Tettnanger (GR), Saaz, Hallertauer Tradition, Liberty",,Midly spicy aroma and flavor,"Ultra hops have traditionally only been grown only in the United States and even then in somewhat limited qualities. They were developed in Oregon in 1983, released commercially in 1995 and are a triploid variety rich in humulene, giving them a mildly spicy aroma and flavor.",
f2fabcb4-fd51-484f-bc64-13647f12fa64,Universal,"Bittering, Aroma",,,3.7,,23,,Czechia,,,,,,,,,,,,,,,,Hallertau,,Noble aromas and mild bitterness,"Universal was bred in Czechia, but as of 1991 is no longer listed as a commercial variety. It is however still being produced in the US and has since become a darling of the craft brewing industry.",
dce7371f-8a13-4c8b-8083-b6771d409d23,Vanguard,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanguard hops possess a unique acid profile. They feature a somewhat rare balance of low alpha acid and high beta acid and an oil profile dominated by high levels of humulene and yet very low levels of cohumulone.,
e1bf517d-c1a2-4927-b864-9c6d9d9daf30,Vic Secret,"Bittering, Aroma",14,17,6.1,7.8,51,56,Australia,,2.2 - 2.8,2.2,2.8,38,41,12,21,11,15,0.2,0.6,,,,Galaxy,"Victoria, Victoria’s Secret, Victoria Secret","Tropical fruit, pine, herbs","Vic Secret had her first commercial harvest in 2013. Developed in 2000 in Victoria, Australia alongside sister variety Topaz, Vic Secret features elements of tropical fruit, herbs and pine with clean notes of pineapple and passionfruit.","Pineapple, Pepper, Ginger, Pear"
0c646042-e0a8-4c56-a438-bfdb79c7cc81,Viking,Aroma,10,,4,5,21,24,UK,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),,1.16,,47.3,,10.5,,5.3,,,,,,,Saxon,Wye Viking,Pleasantly hoppy,"Developed in 1968, Viking hops were first bred at Wye College in England as a cross between Svalof and an unnamed English male. They were released to the public in 1973. Sister to Saxon and grandchild of Bramling Cross and Northdown, this hybrid red-bine variety is considered part of a modern wave of British aroma hops with heightened alpha acids.",
87bb927e-da4c-44e4-a4bd-d32e7d014d2c,Vital,,12,16,6,10,,,,,1.5 - 2.5,40,60,,,,,,,0.5,0.9,3.5,4.5,,,,,"Vital is a new hop variety out of the Zatec breeding program in Czechia. Both high alpha and beta acid content gives it a spicy hop aroma. To date, Vital has been used successfully in single-hopped pale ales though it was originally bred for pharmaceutical and biomedical purposes with its increased levels of xanthohumol – a potent antioxidant.","Plum, Lavender, Liquorice, Melissa"
c4d14f62-6722-4339-9550-74bb78b2c08c,Vojvodina,"Bittering, Aroma",10.5,,2.3,4.7,30,,Former Yugoslavia,Retains 76% alpha acid after 6 months storage at 20ºC (68ºF),,0.6,1.4,67,,13,,5,,,,,,,"Northern Brewer, Goldings",,Noble aroma characteristics,"The result of a cross between Northern Brewer and a Golding-derived male variety, Vojvodina is a hop with mild bittering properties, a woody aroma and notes of cedar and tobacco. It has some of the noble aroma characteristics of Northern Brewer, but is more intense and perhaps a little more rounded.",
a8a570ec-930a-408f-b35e-60060fd50a66,Wai-iti,,,,,,,,,,,,,,,,,,,,,,,,,,,"A truly modern triploid hop, Wai-iti brings forth a fresh splash of lime and stone fruit. It was released to brewers in 2011 alongside Kohatu by New Zealand Plant & Food Research and features higher beta acids than alpha acids, low cohumulone and robust oil content.",
d2407ce9-264a-47df-8d30-d497cdeaab83,Waimea,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waimea is a new New Zealand dual-use variety originally bred for high alpha and bittering qualities. Released in 2012, it’s heritage stems from Californian Late Cluster, Fuggle and Saaz. Despite its incredibly high alphas, brewing characteristics of Waimea include some decidedly favorable flavor and aromas of fresh-crushed citrus and pine.",
4e9e9ab6-67b4-4ce7-a7c9-2e51e26da35f,Wakatu,"Bittering, Aroma",8.5,,8.5,,28,30,New Zealand,,,1,,36,,17,,8,,,,,,,,"Hallertau Aroma, New Zealand Wakatu, Hal Aroma","Floral, lime aromas","Wakatu, or Hallertau Aroma as it is sometimes know, is a New Zealand triploid hop with a lot going for it. 2/3 Hallertauer Mittelfrüher and 1/3 New Zealand male, it was released in 1988 from the New Zealand Institute for Plant and Food Research’s hop breeding program.",
c298693f-3242-4507-935b-b709ebaa75f7,Warrior®,,14.5,16.5,4.3,5.3,,,,,1.3 - 1.7,40,50,,,,,,,,,,,,,,,"Developed by Select Botanicals Group, proprietary American hop Warrior® is fast becoming a favorite, especially with US craft breweries. Among its desirable traits are its clean, smooth bittering and a somewhat inconspicuous citrusy and spicy aroma. Its pedigree is a unknown to the public. Dogfish Head Brewery employs Warrior in many of its brews, most notably in its 60 Minute IPA.","Tea, Chocolate, Marjoram, Lemon grass"
6ccf92b0-8b38-40be-a91c-1f0d73ce4a5d,Whitbread Golding Variety (WGV),,5.4,7.7,2,3.3,,,,,0.8 - 1.2,24,27,,,,,,,,,,,,,,,"Whitbread Golding enjoys a robust flavor and hoppiness particularly in comparison to other Golding varieties. With its pleasant, fruity, European-style aromatics, it has traditionally been very popular in England and is currently grown extensively for commercial, craft and home brewing use.","Fig, Banana, Liquorice, Apricot"
788751c3-247f-4a0e-b2a4-434069691bb2,Willamette,,4,6,3.5,4.5,,,,,1 - 1.5,30,40,,,,,,,,,,,,,,,"Considered a pillar of the US hops industry, Willamette is one of the most prolifically grown varieties in the US. First selected in Oregon in 1967, it received USDA accession in 1971 and was released the same year.","Citrus, Elderberry, Incense, Caramel, Curry"
32fd1631-815c-4405-ae8b-9a866b3633f0,Willamette (AUS),"Bittering, Aroma",7.2,,3.9,5.7,30,35,Australia,,,1.4,2,30,40,25,35,7,10,,,,,,"Fuggle, Styrian Golding, Tettnanger (US), Glacier, Styrian Golding",,"Mildly resinous, floral character","Willamette (AUS) hops are a directly descended from US-grown Willamette and were introduced to Australia in 1988. Imported and primarily grown by Hop Products Australia, the Australian version of this iconic aroma hop features a mlld, spicy, resinous and floral character.",
e3ac7518-8289-443d-8521-1b2d44cf6fee,Willow Creek,"Bittering, Aroma",,,,,,,,,,,,,,,,,,,,,,,,,,"Native to Colorado, neomexicanus variety Willow Creek is very new to the brewing scene. There is very little information about them available but they are reportedly considered to be similar to other available neomexicanus varieties Amallia, Neo1, and MultiHead.",
4442cfb8-4efd-414a-b106-62a8a73882f8,Wuerttemberger,Aroma,,,4,,28,,Germany,Retains 72% alpha acid after 6 months storage at 20ºC (68ºF),,1.25,,59,,18,,6,,,,,,,,Wurttemberger,Pleasant European-style noble aroma,"Wuerttemberger is an old, German, noble aroma hop which is no longer grown commercially. Thought to have come from a landrace, its low vigor and poor yield made it untenable for commercial use.",
c7b06339-d57e-4a64-9f10-99405421b9db,Wye Challenger,,6.5,8.5,2.5,4.3,,,,,1 - 1.5,28,32,,,,,,,,,,,,,,,,"Banana, Gingerbread, Cognac"
33c088a6-7ff7-453f-8138-2119f174e8ad,Wye Target,,9.5,12.5,4.3,5.7,,,,,1.2 - 1.4,45,55,,,,,,,0.8,1,,,,,,,,"Tobacco, Elderberry, Caramel, Vanilla, Cognac"
78ae6bb9-ab41-48a4-b61a-25c75be743a3,Yakima Cluster,Bittering,9.8,,3,6.1,42,,US,Retains 85% alpha acid after 6 months storage at 20ºC (68ºF),,0.24,0.9,45,55,18,,6,7,,,,,,Chinook,Late Cluster L-8,,"First grown in the late 1950’s, Yakima Cluster is the daughter of Late Cluster and the granddaughter of Pacific Coast Cluster. It doesn’t appear to be suited to either Idaho or Oregon growing regions in the US but seems to thrive in the drier Yakima Valley.",
ed4c1ddf-7a1e-4345-94b7-162fd70c256b,Yakima Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,"Developed by Washington State University and released in 2013, Yakima Gold has excellent mild bittering and aroma properties and makes for a great dual-use hop. It descends from Early Cluster and a wild Slovenian male, so it may display some Saaz-like qualities.",
93ab9378-dcbe-46be-8aca-847eac6d83e6,Yeoman,"Bittering, Aroma",16,,4,5,25,,UK,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),,1.7,2.4,48,,20,,10,,,,,,,,Wye Yeoman,,"Bred at Wye College in the 1970’s, Yeoman is no longer available on the commercial brewing market, but instead has made its mark in breeding other notable varieties. It is responsible for Pioneer and also the Australian hop Super Pride, which has since superseded Pride of Ringwood.",
558d1df8-46c9-4e1c-aa63-acd9356c1f5c,Zenith,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zenith is a hop of unknown pedigree but was grown as a high alpha hop with good resistance to disease. It has high alpha and high myrcene, low cohumulone and a myrcene/humulene ratio of about 2:1. Its rhizomes are usually available from November to February, which is also the best time to plant them.",
6ed2c8e2-c029-4053-beda-4c2fb852367a,Zeus,Bittering,15,17,4.5,6.5,30,40,US,,2.5 - 3.5,2.4,4.5,45,55,9,14,5,10,,,,,,Columbus,CTZ,"Sweet citrus, herbal aromas","Aptly named after the god of lightning and thunder, proprietary American hybrid variety Zeus is a high yielding hop with a pleasant aroma noted for its pungent hoppy “kick” and spicy, herbal flavor and aroma.","Fennel, Aniseed, Melissa, Nettle, Citrus"
3c315602-cb9f-4a31-a15f-009bbc3ccef2,Zlatan,Aroma,,,4.3,,21,,Czechia,,,,,,,,,,,,,,,,,,"Mild bitterness, pleasant noble aroma","Released in 1976, Zlatan is native to Czechia and is one of a great many clonal selections of Saaz. Created by the Hop Research Institute in Zatec, it, like many other Saaz clones were selected in an attempt to improve yields while retaining its parent’s signature aroma profile.",
c47c484c-7a5b-477a-946d-5ef9ce2c2613,Zythos®,,,,,,,,,,,,,,,,,,,,,,,,,,,"Created by Hopunion LLC, Zythos® is a proprietary hop blend created specifically with IPA’s in mind. It features notes and aromas of tangerine, grapefruit, pine and even pineapple. Its high alpha acid content means it can be useful for bittering but is largely intended to shine as an aroma hop.",
